id,audio,n_frames,audio_sound,spoken_text,prompt,with_speech,audio_only_target,speech_only_target,target_keywords,tgt_text,allm_output
2,{data_folder}/dataset/v0/2.wav,146498,"Seagulls,water lapping against a boat",Yeah! This one is much bigger!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely enjoying a day at the beach or sailing on a boat.,They are likely comparing the size of objects.,fishing,They are likely fishing.,output_3
2,{data_folder}/dataset/v0/2.wav,146498,"Seagulls,water lapping against a boat",Yeah! This one is much bigger!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely enjoying a day at the beach or sailing on a boat.,They are likely comparing the size of objects.,fishing,They are likely fishing.,output_4
2,{data_folder}/dataset/v0/2.wav,146498,"Seagulls,water lapping against a boat",Yeah! This one is much bigger!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely enjoying a day at the beach or sailing on a boat.,They are likely comparing the size of objects.,fishing,They are likely fishing.,output_5
2,{data_folder}/dataset/v0/2.wav,146498,"Seagulls,water lapping against a boat",Yeah! This one is much bigger!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely enjoying a day at the beach or sailing on a boat.,They are likely comparing the size of objects.,fishing,They are likely fishing.,output_6
2,{data_folder}/dataset/v0/2.wav,146498,"Seagulls,water lapping against a boat",Yeah! This one is much bigger!,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely enjoying a day at the beach or sailing on a boat.,They are likely comparing the size of objects.,fishing,They are likely fishing.,output_7
2,{data_folder}/dataset/v0/2.wav,146498,"Seagulls,water lapping against a boat",Yeah! This one is much bigger!,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely enjoying a day at the beach or sailing on a boat.,They are likely comparing the size of objects.,fishing,They are likely fishing.,output_8
3,{data_folder}/dataset/v0/3.wav,154670,"Waves and seagulls, occasional footsteps",Look! They are walking sideways.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely walking on a beach.,They are likely performing a dance move or maneuvering in a confined space.,crab,They are likely watching or observing crabs.,output_1
3,{data_folder}/dataset/v0/3.wav,154670,"Waves and seagulls, occasional footsteps",Look! They are walking sideways.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely walking on a beach.,They are likely performing a dance move or maneuvering in a confined space.,crab,They are likely watching or observing crabs.,output_2
3,{data_folder}/dataset/v0/3.wav,154670,"Waves and seagulls, occasional footsteps",Look! They are walking sideways.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely walking on a beach.,They are likely performing a dance move or maneuvering in a confined space.,crab,They are likely watching or observing crabs.,output_3
3,{data_folder}/dataset/v0/3.wav,154670,"Waves and seagulls, occasional footsteps",Look! They are walking sideways.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely walking on a beach.,They are likely performing a dance move or maneuvering in a confined space.,crab,They are likely watching or observing crabs.,output_4
3,{data_folder}/dataset/v0/3.wav,154670,"Waves and seagulls, occasional footsteps",Look! They are walking sideways.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely walking on a beach.,They are likely performing a dance move or maneuvering in a confined space.,crab,They are likely watching or observing crabs.,output_5
3,{data_folder}/dataset/v0/3.wav,154670,"Waves and seagulls, occasional footsteps",Look! They are walking sideways.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely walking on a beach.,They are likely performing a dance move or maneuvering in a confined space.,crab,They are likely watching or observing crabs.,output_6
3,{data_folder}/dataset/v0/3.wav,154670,"Waves and seagulls, occasional footsteps",Look! They are walking sideways.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely walking on a beach.,They are likely performing a dance move or maneuvering in a confined space.,crab,They are likely watching or observing crabs.,output_7
3,{data_folder}/dataset/v0/3.wav,154670,"Waves and seagulls, occasional footsteps",Look! They are walking sideways.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely walking on a beach.,They are likely performing a dance move or maneuvering in a confined space.,crab,They are likely watching or observing crabs.,output_8
4,{data_folder}/dataset/v0/4.wav,159425,Crowd,That's not a yellow but a red!,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are attending an event or gathering,They are likely discussing the color of an object or item.,"sport,referee",They are likely at a sports event where people are reacting to a referee's decision.,output_1
4,{data_folder}/dataset/v0/4.wav,159425,Crowd,That's not a yellow but a red!,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are attending an event or gathering,They are likely discussing the color of an object or item.,"sport,referee",They are likely at a sports event where people are reacting to a referee's decision.,output_2
4,{data_folder}/dataset/v0/4.wav,159425,Crowd,That's not a yellow but a red!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are attending an event or gathering,They are likely discussing the color of an object or item.,"sport,referee",They are likely at a sports event where people are reacting to a referee's decision.,output_3
4,{data_folder}/dataset/v0/4.wav,159425,Crowd,That's not a yellow but a red!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are attending an event or gathering,They are likely discussing the color of an object or item.,"sport,referee",They are likely at a sports event where people are reacting to a referee's decision.,output_4
4,{data_folder}/dataset/v0/4.wav,159425,Crowd,That's not a yellow but a red!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are attending an event or gathering,They are likely discussing the color of an object or item.,"sport,referee",They are likely at a sports event where people are reacting to a referee's decision.,output_5
4,{data_folder}/dataset/v0/4.wav,159425,Crowd,That's not a yellow but a red!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are attending an event or gathering,They are likely discussing the color of an object or item.,"sport,referee",They are likely at a sports event where people are reacting to a referee's decision.,output_6
4,{data_folder}/dataset/v0/4.wav,159425,Crowd,That's not a yellow but a red!,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are attending an event or gathering,They are likely discussing the color of an object or item.,"sport,referee",They are likely at a sports event where people are reacting to a referee's decision.,output_7
4,{data_folder}/dataset/v0/4.wav,159425,Crowd,That's not a yellow but a red!,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are attending an event or gathering,They are likely discussing the color of an object or item.,"sport,referee",They are likely at a sports event where people are reacting to a referee's decision.,output_8
5,{data_folder}/dataset/v0/5.wav,131428,Sound of shouting and joyful laughter,Children must be accompanied by an adult at all times.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely celebrating or having a party.,They are likely making an announcement or providing instructions in a public place.,amusement park,They are likely at a recreational facility or amusement park.,output_1
5,{data_folder}/dataset/v0/5.wav,131428,Sound of shouting and joyful laughter,Children must be accompanied by an adult at all times.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely celebrating or having a party.,They are likely making an announcement or providing instructions in a public place.,amusement park,They are likely at a recreational facility or amusement park.,output_2
5,{data_folder}/dataset/v0/5.wav,131428,Sound of shouting and joyful laughter,Children must be accompanied by an adult at all times.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely celebrating or having a party.,They are likely making an announcement or providing instructions in a public place.,amusement park,They are likely at a recreational facility or amusement park.,output_3
5,{data_folder}/dataset/v0/5.wav,131428,Sound of shouting and joyful laughter,Children must be accompanied by an adult at all times.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely celebrating or having a party.,They are likely making an announcement or providing instructions in a public place.,amusement park,They are likely at a recreational facility or amusement park.,output_4
5,{data_folder}/dataset/v0/5.wav,131428,Sound of shouting and joyful laughter,Children must be accompanied by an adult at all times.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely celebrating or having a party.,They are likely making an announcement or providing instructions in a public place.,amusement park,They are likely at a recreational facility or amusement park.,output_5
5,{data_folder}/dataset/v0/5.wav,131428,Sound of shouting and joyful laughter,Children must be accompanied by an adult at all times.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely celebrating or having a party.,They are likely making an announcement or providing instructions in a public place.,amusement park,They are likely at a recreational facility or amusement park.,output_6
5,{data_folder}/dataset/v0/5.wav,131428,Sound of shouting and joyful laughter,Children must be accompanied by an adult at all times.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely celebrating or having a party.,They are likely making an announcement or providing instructions in a public place.,amusement park,They are likely at a recreational facility or amusement park.,output_7
5,{data_folder}/dataset/v0/5.wav,131428,Sound of shouting and joyful laughter,Children must be accompanied by an adult at all times.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely celebrating or having a party.,They are likely making an announcement or providing instructions in a public place.,amusement park,They are likely at a recreational facility or amusement park.,output_8
6,{data_folder}/dataset/v0/6.wav,158971,Sound of party.,You are an adult!,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely attending or hosting a party,They are likely addressing someone in a direct and possibly authoritative manner.,"birthday,age",They are celebrating someone's birthday or coming-of-age event.,output_1
6,{data_folder}/dataset/v0/6.wav,158971,Sound of party.,You are an adult!,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely attending or hosting a party,They are likely addressing someone in a direct and possibly authoritative manner.,"birthday,age",They are celebrating someone's birthday or coming-of-age event.,output_2
6,{data_folder}/dataset/v0/6.wav,158971,Sound of party.,You are an adult!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely attending or hosting a party,They are likely addressing someone in a direct and possibly authoritative manner.,"birthday,age",They are celebrating someone's birthday or coming-of-age event.,output_3
6,{data_folder}/dataset/v0/6.wav,158971,Sound of party.,You are an adult!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely attending or hosting a party,They are likely addressing someone in a direct and possibly authoritative manner.,"birthday,age",They are celebrating someone's birthday or coming-of-age event.,output_4
6,{data_folder}/dataset/v0/6.wav,158971,Sound of party.,You are an adult!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely attending or hosting a party,They are likely addressing someone in a direct and possibly authoritative manner.,"birthday,age",They are celebrating someone's birthday or coming-of-age event.,output_5
6,{data_folder}/dataset/v0/6.wav,158971,Sound of party.,You are an adult!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely attending or hosting a party,They are likely addressing someone in a direct and possibly authoritative manner.,"birthday,age",They are celebrating someone's birthday or coming-of-age event.,output_6
6,{data_folder}/dataset/v0/6.wav,158971,Sound of party.,You are an adult!,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely attending or hosting a party,They are likely addressing someone in a direct and possibly authoritative manner.,"birthday,age",They are celebrating someone's birthday or coming-of-age event.,output_7
6,{data_folder}/dataset/v0/6.wav,158971,Sound of party.,You are an adult!,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely attending or hosting a party,They are likely addressing someone in a direct and possibly authoritative manner.,"birthday,age",They are celebrating someone's birthday or coming-of-age event.,output_8
7,{data_folder}/dataset/v0/7.wav,104761,Siren wailing,It's behind us we must let it pass.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely responding to an emergency situation.,They are likely driving a vehicle and passing something behind them.,pull over,They are likely pulling over to let an emergency vehicle pass.,output_1
7,{data_folder}/dataset/v0/7.wav,104761,Siren wailing,It's behind us we must let it pass.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely responding to an emergency situation.,They are likely driving a vehicle and passing something behind them.,pull over,They are likely pulling over to let an emergency vehicle pass.,output_2
7,{data_folder}/dataset/v0/7.wav,104761,Siren wailing,It's behind us we must let it pass.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely responding to an emergency situation.,They are likely driving a vehicle and passing something behind them.,pull over,They are likely pulling over to let an emergency vehicle pass.,output_3
7,{data_folder}/dataset/v0/7.wav,104761,Siren wailing,It's behind us we must let it pass.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely responding to an emergency situation.,They are likely driving a vehicle and passing something behind them.,pull over,They are likely pulling over to let an emergency vehicle pass.,output_4
7,{data_folder}/dataset/v0/7.wav,104761,Siren wailing,It's behind us we must let it pass.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely responding to an emergency situation.,They are likely driving a vehicle and passing something behind them.,pull over,They are likely pulling over to let an emergency vehicle pass.,output_5
7,{data_folder}/dataset/v0/7.wav,104761,Siren wailing,It's behind us we must let it pass.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely responding to an emergency situation.,They are likely driving a vehicle and passing something behind them.,pull over,They are likely pulling over to let an emergency vehicle pass.,output_6
7,{data_folder}/dataset/v0/7.wav,104761,Siren wailing,It's behind us we must let it pass.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely responding to an emergency situation.,They are likely driving a vehicle and passing something behind them.,pull over,They are likely pulling over to let an emergency vehicle pass.,output_7
7,{data_folder}/dataset/v0/7.wav,104761,Siren wailing,It's behind us we must let it pass.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely responding to an emergency situation.,They are likely driving a vehicle and passing something behind them.,pull over,They are likely pulling over to let an emergency vehicle pass.,output_8
8,{data_folder}/dataset/v0/8.wav,92057,Sound of a siren and car,License please.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely in an emergency situation.,They are likely in a situation where they need to verify or check someone's identification or permission.,"traffic stop,police officer",They are likely interacting with a police officer during a traffic stop.,output_1
8,{data_folder}/dataset/v0/8.wav,92057,Sound of a siren and car,License please.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely in an emergency situation.,They are likely in a situation where they need to verify or check someone's identification or permission.,"traffic stop,police officer",They are likely interacting with a police officer during a traffic stop.,output_2
8,{data_folder}/dataset/v0/8.wav,92057,Sound of a siren and car,License please.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely in an emergency situation.,They are likely in a situation where they need to verify or check someone's identification or permission.,"traffic stop,police officer",They are likely interacting with a police officer during a traffic stop.,output_3
8,{data_folder}/dataset/v0/8.wav,92057,Sound of a siren and car,License please.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely in an emergency situation.,They are likely in a situation where they need to verify or check someone's identification or permission.,"traffic stop,police officer",They are likely interacting with a police officer during a traffic stop.,output_4
8,{data_folder}/dataset/v0/8.wav,92057,Sound of a siren and car,License please.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely in an emergency situation.,They are likely in a situation where they need to verify or check someone's identification or permission.,"traffic stop,police officer",They are likely interacting with a police officer during a traffic stop.,output_5
8,{data_folder}/dataset/v0/8.wav,92057,Sound of a siren and car,License please.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely in an emergency situation.,They are likely in a situation where they need to verify or check someone's identification or permission.,"traffic stop,police officer",They are likely interacting with a police officer during a traffic stop.,output_6
8,{data_folder}/dataset/v0/8.wav,92057,Sound of a siren and car,License please.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely in an emergency situation.,They are likely in a situation where they need to verify or check someone's identification or permission.,"traffic stop,police officer",They are likely interacting with a police officer during a traffic stop.,output_7
8,{data_folder}/dataset/v0/8.wav,92057,Sound of a siren and car,License please.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely in an emergency situation.,They are likely in a situation where they need to verify or check someone's identification or permission.,"traffic stop,police officer",They are likely interacting with a police officer during a traffic stop.,output_8
9,{data_folder}/dataset/v0/9.wav,99047,Animal howling,Play dead!,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely observing or interacting with animals that are howling.,They are likely participating in a game or acting exercise.,"avoid,attack",They are attempting to avoid an attack from an animal.,output_1
9,{data_folder}/dataset/v0/9.wav,99047,Animal howling,Play dead!,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely observing or interacting with animals that are howling.,They are likely participating in a game or acting exercise.,"avoid,attack",They are attempting to avoid an attack from an animal.,output_2
9,{data_folder}/dataset/v0/9.wav,99047,Animal howling,Play dead!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely observing or interacting with animals that are howling.,They are likely participating in a game or acting exercise.,"avoid,attack",They are attempting to avoid an attack from an animal.,output_3
9,{data_folder}/dataset/v0/9.wav,99047,Animal howling,Play dead!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely observing or interacting with animals that are howling.,They are likely participating in a game or acting exercise.,"avoid,attack",They are attempting to avoid an attack from an animal.,output_4
9,{data_folder}/dataset/v0/9.wav,99047,Animal howling,Play dead!,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely observing or interacting with animals that are howling.,They are likely participating in a game or acting exercise.,"avoid,attack",They are attempting to avoid an attack from an animal.,output_5
9,{data_folder}/dataset/v0/9.wav,99047,Animal howling,Play dead!,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely observing or interacting with animals that are howling.,They are likely participating in a game or acting exercise.,"avoid,attack",They are attempting to avoid an attack from an animal.,output_6
9,{data_folder}/dataset/v0/9.wav,99047,Animal howling,Play dead!,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely observing or interacting with animals that are howling.,They are likely participating in a game or acting exercise.,"avoid,attack",They are attempting to avoid an attack from an animal.,output_7
9,{data_folder}/dataset/v0/9.wav,99047,Animal howling,Play dead!,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely observing or interacting with animals that are howling.,They are likely participating in a game or acting exercise.,"avoid,attack",They are attempting to avoid an attack from an animal.,output_8
10,{data_folder}/dataset/v0/10.wav,93923,Engine humming,This is tricky but I think I've got it.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely driving or operating a vehicle.,They are likely working on solving a problem or completing a task.,"repair,adjust",They are likely adjusting or repairing a vehicle or machinery.,output_1
10,{data_folder}/dataset/v0/10.wav,93923,Engine humming,This is tricky but I think I've got it.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely driving or operating a vehicle.,They are likely working on solving a problem or completing a task.,"repair,adjust",They are likely adjusting or repairing a vehicle or machinery.,output_2
10,{data_folder}/dataset/v0/10.wav,93923,Engine humming,This is tricky but I think I've got it.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely driving or operating a vehicle.,They are likely working on solving a problem or completing a task.,"repair,adjust",They are likely adjusting or repairing a vehicle or machinery.,output_3
10,{data_folder}/dataset/v0/10.wav,93923,Engine humming,This is tricky but I think I've got it.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely driving or operating a vehicle.,They are likely working on solving a problem or completing a task.,"repair,adjust",They are likely adjusting or repairing a vehicle or machinery.,output_4
10,{data_folder}/dataset/v0/10.wav,93923,Engine humming,This is tricky but I think I've got it.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely driving or operating a vehicle.,They are likely working on solving a problem or completing a task.,"repair,adjust",They are likely adjusting or repairing a vehicle or machinery.,output_5
10,{data_folder}/dataset/v0/10.wav,93923,Engine humming,This is tricky but I think I've got it.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely driving or operating a vehicle.,They are likely working on solving a problem or completing a task.,"repair,adjust",They are likely adjusting or repairing a vehicle or machinery.,output_6
10,{data_folder}/dataset/v0/10.wav,93923,Engine humming,This is tricky but I think I've got it.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely driving or operating a vehicle.,They are likely working on solving a problem or completing a task.,"repair,adjust",They are likely adjusting or repairing a vehicle or machinery.,output_7
10,{data_folder}/dataset/v0/10.wav,93923,Engine humming,This is tricky but I think I've got it.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely driving or operating a vehicle.,They are likely working on solving a problem or completing a task.,"repair,adjust",They are likely adjusting or repairing a vehicle or machinery.,output_8
11,{data_folder}/dataset/v0/11.wav,135926,Rustling leaves and river,You need to secure the four corners.,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely hiking or enjoying a peaceful outdoor environment.,They are likely setting up or adjusting something physical.,tent,They are likely setting up or adjusting a tent.,output_1
11,{data_folder}/dataset/v0/11.wav,135926,Rustling leaves and river,You need to secure the four corners.,"Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely hiking or enjoying a peaceful outdoor environment.,They are likely setting up or adjusting something physical.,tent,They are likely setting up or adjusting a tent.,output_2
11,{data_folder}/dataset/v0/11.wav,135926,Rustling leaves and river,You need to secure the four corners.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what the speakers are doing specifically?",True,They are likely hiking or enjoying a peaceful outdoor environment.,They are likely setting up or adjusting something physical.,tent,They are likely setting up or adjusting a tent.,output_3
11,{data_folder}/dataset/v0/11.wav,135926,Rustling leaves and river,You need to secure the four corners.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely hiking or enjoying a peaceful outdoor environment.,They are likely setting up or adjusting something physical.,tent,They are likely setting up or adjusting a tent.,output_4
11,{data_folder}/dataset/v0/11.wav,135926,Rustling leaves and river,You need to secure the four corners.,"What is the spoken text? What is the audio sound? Based on both the spoken text and the audio sound, infer what specific scenario are the speakers in?",True,They are likely hiking or enjoying a peaceful outdoor environment.,They are likely setting up or adjusting something physical.,tent,They are likely setting up or adjusting a tent.,output_5
11,{data_folder}/dataset/v0/11.wav,135926,Rustling leaves and river,You need to secure the four corners.,"What is the audio sound? What is the spoken text? Based on both the audio sound and the spoken text, infer what specific scenario are the speakers in?",True,They are likely hiking or enjoying a peaceful outdoor environment.,They are likely setting up or adjusting something physical.,tent,They are likely setting up or adjusting a tent.,output_6
11,{data_folder}/dataset/v0/11.wav,135926,Rustling leaves and river,You need to secure the four corners.,What sound can you hear? What does the speaker say? Guess what activity the speakers are engaged in using both the audio sound and the spoken text.,True,They are likely hiking or enjoying a peaceful outdoor environment.,They are likely setting up or adjusting something physical.,tent,They are likely setting up or adjusting a tent.,output_7
11,{data_folder}/dataset/v0/11.wav,135926,Rustling leaves and river,You need to secure the four corners.,What does the speaker say? What sound can you hear? Guess what activity the speakers are engaged in using both the spoken text and the audio sound.,True,They are likely hiking or enjoying a peaceful outdoor environment.,They are likely setting up or adjusting something physical.,tent,They are likely setting up or adjusting a tent.,output_8
12,{data_folder}/dataset/v0/12.wav,142367,Heavy rain,We need to get inside!,"Based on both the audio sound and the spoken text, infer what the speakers are doing specifically?",True,They are likely experiencing heavy rain.,They are trying to enter a building or a secured area urgently.,"seek,shelter",They are seeking shelter from the heavy rain.,output_1
